X,Y,OBJECTID,Agency,Pro_Name,Address,Pro_type,Pro_Desc,Pro_Cost,Phase,Ownersh,Public_,Res_Units,Res_Type,Ins_Type,Rooms_H,Park_Spc,SqFoot,Cons_Type,LEED,TOD,VV_In,Green,C_Name,C_Email,C_Web,C_Phone,L_Update,Res1_Typ,CSYear,CSSeaso,CCYear,CCSeaso,BSqFtOFF,BSqFtRET,BSqFtRES,BSqFtIND,BSqFtHOT,BSqFtINS,BSqFtPar,BSqFtOth,Picture,Per_Jobs,Tem_Jobs,created_user,created_date,last_edited_user,last_edited_date
-76.614081511107798,39.290769668088323,6938,Downtown Partnership,Courthouse Plaza,100 Block St. Paul Street,Park & Open Space,Renovation and beautification of existing small plaza.,200000,Completed,Private,N/A,0,N/A,N/A,0,0,0,Rehabilitation,,,,,"Downtown Partnership of Baltimore, Inc.",,www.godowntownbaltimore.com,410-244-1030,2016-10-14T18:20:56.000Z,N/A,2015,Spring,2016,Fall,0,0,0,,0,,0,,https://c2.staticflickr.com/4/3811/19593288228_8850d26c0b_m.jpg,,2,EGISDATA,2017-10-23T19:02:01.000Z,EGISDATA,2017-10-23T19:02:01.000Z
-76.615048369951879,39.290947049038387,6939,Downtown Partnership,The Vault,1 E. Lexington Street,Residential,Multiple adjacent historic office buildings converted to residential use with ground floor retail,,Under Construction,Private,N/A,25,Rental,N/A,0,0,,Rehabilitation,Silver,No,No,No,Poverni Sheikh Group,,,,2017-09-21T14:21:39.000Z,Multiple Family,2015,Summer,2016,Spring,0,,29900,,0,,0,,https://c1.staticflickr.com/1/378/19774020122_f918d9f8a2_m.jpg,,,EGISDATA,2017-10-23T19:02:01.000Z,EGISDATA,2017-10-23T19:02:01.000Z
-76.612235719165781,39.292019209854132,6940,Downtown Partnership,225 N. Calvert Street,225 N. Calvert Street,Residential,"Major overhaul of existing building for residential development, including complete facade reskinning.",75000000,Under Construction,Private,N/A,350,Rental,N/A,,440,,Rehabilitation,Silver,No,No,No,Monument Realty,,http://www.monumentrealty.com,,2017-09-21T14:15:39.000Z,Multiple Family,2015,Fall,2016,Winter,,,,,,,,,https://c1.staticflickr.com/1/468/19594700119_bb2dafd7a0_m.jpg,,,EGISDATA,2017-10-23T19:02:01.000Z,EGISDATA,2017-10-23T19:02:01.000Z
-76.623858647864381,39.285126409630259,6941,Downtown Partnership,613 Portland,612 Washington Boulevard,Residential,Vacant warehouse converted to market rate apartment building with ground floor retail.,4000000,Completed,Private,N/A,32,Rental,N/A,0,,,Rehabilitation,Silver,No,No,No,Zalco Construction,,http://zahlco.com,,2017-10-12T21:05:51.000Z,Multiple Family,2014,,2015,Spring,,,,,,,,,https://c1.staticflickr.com/1/315/19593277500_3bf36d4044_m.jpg,,40,EGISDATA,2017-10-23T19:02:01.000Z,EGISDATA,2017-10-23T19:02:01.000Z
-76.61283173990752,39.286720962339828,6942,Downtown Partnership,Pratt Street Landscaping - 100 E. Pratt  Block,100-block of E. Pratt Street,Park & Open Space,Landscaping and streetscape improvements in the 100-block of E. Pratt Street. Part of the Pratt Street Master Plan.,600000,Completed,Public-Private,N/A,0,N/A,N/A,0,0,0,Rehabilitation,N/A,,,,Downtown Partnership,info@dpob.org,www.GoDowntownBaltimore.com,(410) 244-1030,2015-07-24T13:03:03.000Z,N/A,0,,2013,,0,0,0,0,0,0,0,0,https://c1.staticflickr.com/1/340/19786049971_0d4b152606_m.jpg,,6,EGISDATA,2017-10-23T19:02:01.000Z,EGISDATA,2017-10-23T19:02:01.000Z
-76.631779574990333,39.288664077517012,6943,BDC,UMBioPark 873 West Baltimore Street,873 W. Baltimore Street,Institutional,"The 8-story building, comprising 250,000 SF, will be a state-of-the-art facility offering lab and office space to early-stage and mature bioscience companies.",,Planned,Public-Private,State,0,N/A,N/A,0,0,0,New Construction,N/A,Yes,No,No,Jane Shaab,n/a,www.umbiopark.com/,(410) 706-5036,2015-03-06T19:10:57.000Z,N/A,2015,Summer,2016,Spring,0,5000,0,0,0,195000,0,0,http://cityview.baltimorecity.gov/econview/images/comingsoon.jpg,unknown,0,EGISDATA,2017-10-23T19:02:01.000Z,EGISDATA,2017-10-23T19:02:01.000Z
-76.57773976113188,39.332766479644199,6944,DOT,Harford Rd Bridge over Herring Run,Harford Road Bridge (BC 3212) over Herring Run bet,Public Infrastructure,"Project is slated to start construction with improvements including: removal and replacement of the existing bridge carrying Harford Road over Herring Run, installation of a new pedestrian underpass for the Herring Run Trail, roadway reconfiguration, pedestrian and bicycle improvements, traffic signals, landscaping, waterline replacement & Utility Improvements",,Planned,Public,City,0,N/A,N/A,0,0,0,New Construction,N/A,Yes,No,No,Chris Brown,Christopher.Brown@baltimorecity.gov,n/a,410-396-6935,2017-10-20T13:23:21.000Z,N/A,2018,Summer,2020,Summer,0,0,0,0,0,0,0,0,http://cityview.baltimorecity.gov/images/dot/Harford%20Rd%20Bridge.jpg,0,,EGISDATA,2017-10-23T19:02:01.000Z,EGISDATA,2017-10-23T19:02:01.000Z
-76.601694884716849,39.282558275937276,6945,BDC,Legg Mason,"100 International Drive
Baltimore, MD 21202
",Office,Iconic office tower with ground floor retail.,160000000,Completed,Private,N/A,0,N/A,N/A,0,1200,,New Construction,Gold,No,No,No,BDC,info@baltimoredevelopment.com,www.baltimoredevelopment.com,410-837-9305,2017-09-21T14:38:14.000Z,N/A,2008,Winter,2009,Fall,515710,8530,0,0,0,0,324000,580772,http://farm3.staticflickr.com/2817/9953619896_db331bf13d.jpg,1579,1600,EGISDATA,2017-10-23T19:02:01.000Z,EGISDATA,2017-10-23T19:02:01.000Z
-76.60233638744414,39.28281126860486,6946,BDC,Four Seasons Hotel,200 International Drive,Hotel,"New construction of luxury Four Seasons hotel, including high end amenities and retail at ground level.",200000000,Completed,Private,N/A,0,N/A,N/A,256,0,0,New Construction,N/A,No,No,,BDC,info@baltimoredevelopment.com,baltimoredevelopment.com,4108379305,2015-07-21T12:59:49.000Z,N/A,0,,2011,,0,16000,0,0,140800,0,0,0,https://c4.staticflickr.com/8/7318/16483666426_0654505101.jpg,,300,EGISDATA,2017-10-23T19:02:01.000Z,EGISDATA,2017-10-23T19:02:01.000Z
-76.602501231421826,39.282693505067449,6947,BDC,Four Seasons Condo Expansion,100 International Drive,Residential,Addition of up to eight additional floors to the existing Four Seasons Hotel to include luxury condominium units,,Under Construction,Private,,,For Sale,N/A,,,,New Construction,,No,No,,BDC,info@baltimoredevelopment.com,baltimoredevelopment.com,410-837-9305,2015-12-23T17:29:14.000Z,Multiple Family,2015,,2016,,,,0,,0,,0,,https://farm8.staticflickr.com/7318/16483666426_0654505101_m.jpg,,0,EGISDATA,2017-10-23T19:02:01.000Z,EGISDATA,2017-10-23T19:02:01.000Z
-76.614419710087702,39.281748937883442,6948,BDC,Banner Hill Apartments,611 S Charles Street,Residential,"Banner Hill is a  6-story apartment complex with 349 market-rate units in the Otterbein neighborhood.  The project is being developed by ZOM, and involved demolishing the former vacant University Hospital Specialty Hospital site, expanding an existing underground parking garage, and reconstructing a public plaza",100000000,Under Construction,Private,N/A,349,Rental,N/A,,350,,New Construction,,,No,,BDC,info@baltimoredevelopment.com,www.baltimoredevelopment.com,4108379305,2017-06-14T13:25:13.000Z,Multiple Family,2015,,2017,Summer,,,350000,,,,,350000,https://c4.staticflickr.com/8/7458/16477673596_5a36b1d33c_z.jpg,,500,EGISDATA,2017-10-23T19:02:01.000Z,EGISDATA,2017-10-23T19:02:01.000Z
-76.563541071941088,39.281947559878553,6949,Planning,"Merchant Hill Phase II
",3900 Dillon St,Residential,Subdivide the existing property for the purpose of developing 21 fee-simple townhouses ,,Under Construction,Private,N/A,21,For Sale,N/A,,21,30807,New Construction,,,No,No,,,"http://www.cmrengineers.com/
",,2016-06-24T14:52:14.000Z,Single Family,,,,,,,24150,,0,,5670,,https://farm1.staticflickr.com/508/20289034556_56aa376f68_k.jpg,,0,EGISDATA,2017-10-23T19:02:01.000Z,EGISDATA,2017-10-23T19:02:01.000Z
-76.636108524649501,39.339103425512107,6950,Planning,Skyview Townhomes,4301 Hickory Ave,Residential,New Construction Townhomes,,Under Construction,Private,,40,For Sale,,0,0,80000,New Construction,,,,,,,,,2016-06-24T14:52:35.000Z,Single Family,2015,,0,,0,0,0,0,0,0,0,0,https://farm1.staticflickr.com/569/23452143665_d18ef70217_b.jpg, 4,80,EGISDATA,2017-10-23T19:02:01.000Z,EGISDATA,2017-10-23T19:02:01.000Z
-76.58826396045842,39.269186967901476,6951,Planning,Silo Point – Phase II Townhomes,1700 Beason Street,Residential, New Construction Townhomes,1600000,Under Construction,Private,,54,For Sale,,0,108,130000,New Construction,,,,,,,,,2015-12-02T14:02:06.000Z,Single Family,2013,Fall,2015,Summer,0,0,0,0,0,0,29160,0,https://farm1.staticflickr.com/634/23155992590_34abdc3b38.jpg, 0,16,EGISDATA,2017-10-23T19:02:01.000Z,EGISDATA,2017-10-23T19:02:01.000Z
-76.669693718882016,39.371056648047016,6952,Planning,Bonnie View,Clarington Rd/Pebblebrooke Rd,Residential,The former Bonnie View Golf Course is being redeveloped to accommodate 327 single-family detached houses.  275 houses are being developed in Baltimore County and 52 houses are being developed in Baltimore City.,0,Completed,Private,,52,For Sale,,0,0,775368,New Construction,,,,,,,,,2015-12-02T13:51:04.000Z,Single Family,2010,,0,,0,0,59800,0,0,0,0,0,https://farm1.staticflickr.com/428/20315755325_4813f0eb65.jpg,,0,EGISDATA,2017-10-23T19:02:01.000Z,EGISDATA,2017-10-23T19:02:01.000Z
-76.556522950245622,39.282037338275877,6953,Planning,Athena Square Townhomes,900 Oldham Street,Residential, Demolition of existing industrial building and construction of new residential community - 83 townhouse lots and 3 HOA community green space.,0,Completed,Private,,83,For Sale,,0,0,0,,,,,,,,,,2015-12-02T13:45:00.000Z,Single Family,,,0,,0,0,95450,0,0,0,0,0,https://farm6.staticflickr.com/5771/22823237383_fbfd32a39c_m.jpg,,0,EGISDATA,2017-10-23T19:02:01.000Z,EGISDATA,2017-10-23T19:02:01.000Z
-76.6981708187717,39.357758771434469,6954,Planning,Maple Glen,3701 Fords Lane,Residential,"The site will be subdivided into 25 lots, 24 of which will be single-family dwellings.  The remaining lot will be used for truch turnaround and a tot lot.",0,Under Construction,Private,,24,For Sale,,0,0,0,,,,,,,,,,2015-12-02T13:51:30.000Z,Single Family,2012,,0,,0,0,27600,0,0,0,0,0,https://farm1.staticflickr.com/698/23342320932_9f6d9a1fd3_k.jpg,,0,EGISDATA,2017-10-23T19:02:01.000Z,EGISDATA,2017-10-23T19:02:01.000Z
-76.601465382052737,39.272797640500492,6955,Planning,Riverside Lofts,1301 Boyle St,Mixed-Use,"Demolish existing building and construct a 7-story building that will have parking on the first 3 floors, along with a drug store on the corner of Key & Lawrence.  The top 4 floors with consist of efficiency and 1-2 bedroom apartments.",,Completed,,,115,,,,202,42060,New Construction,,,,,,,,,2015-12-02T14:01:44.000Z,Multiple Family,2011,,,,,,132250,,0,,54540,,https://farm6.staticflickr.com/5669/23451799595_58e137f279.jpg,,0,EGISDATA,2017-10-23T19:02:01.000Z,EGISDATA,2017-10-23T19:02:01.000Z
-76.627377311604135,39.27350411614011,6956,BDC,Horseshoe Casino,1525 Russell Street,Retail,"Horseshoe Casino Baltimore is Maryland's fifth and newest casino.  The 335,00 square foot, $442 million facility includes 122,000 square feet of gaming space with 2,000 video lottery terminals (VLTs), over 100 table games and a World Series of Poker-branded poker room.  The two-story casino also includes several restaurants, a Baltimore-themed food court and bar, and a 3,300 space parking garage.",442000000,Completed,Public-Private,City,0,N/A,N/A,0,3300,,New Construction,Gold,No,No,No,BDC,info@baltimoredevelopment.com,https://www.caesars.com/horseshoe-baltimore,4108379305,2016-10-04T17:35:29.000Z,N/A,2013,Spring,2014,Summer,,,0,,0,,,335000,https://c2.staticflickr.com/8/7404/16477805606_474f47ae05_m.jpg,1700,2000,EGISDATA,2017-10-23T19:02:01.000Z,EGISDATA,2017-10-23T19:02:01.000Z
-76.634925261332043,39.256005468235514,6957,DOT,Cherry Hill Light Rail Station Area Enhancements,1701 Cherry Hill Rd,Public Infrastructure,Cherry Hill Rd Light Rail Station Improvements                                                                  Cherry Hill Rd Resurfacing from Waterview Avenue to Giles Rd,1451272.69,Under Construction,Public,City,0,N/A,N/A,0,0,0,Rehabilitation,N/A,Yes,No,No,Tom Pompa,Tom.Pompa@baltimorecity.gov,n/a,410-396-6914,2017-10-20T13:10:57.000Z,N/A,2017,Winter,2017,Fall,0,0,0,0,0,0,0,,https://farm1.staticflickr.com/681/20952171075_ab0a22aa69_m.jpg,,,EGISDATA,2017-10-23T19:02:01.000Z,EGISDATA,2017-10-23T19:02:01.000Z
-76.635693488397237,39.260745823113389,6958,DOT,Annapolis Waterview Maisel St Bridges,"Annapolis Road, Waterview Ave & Maisel St Bridges",Public Infrastructure,"Annapolis Road over Maryland 295, Waterview Avenue over Maryland 295",,Planned,Public,City,0,N/A,N/A,0,0,0,New Construction,N/A,Yes,No,No,Tony Grant,Tony.Grant@baltimorecity.gov,n/a,410-396-6930,2017-10-20T13:11:15.000Z,N/A,2018,Summer,2020,Summer,0,0,,0,,0,,0,https://farm6.staticflickr.com/5668/20765405949_242ff18ab7_m.jpg,0,0,EGISDATA,2017-10-23T19:02:01.000Z,EGISDATA,2017-10-23T19:02:01.000Z
-76.599505188698416,39.289771472991312,6959,DOT,Central Avenue Streetscape and Harbor Point Connec,Central Avenue from Dock Street to Baltimore Stree,Public Infrastructure,"Project is under construction with improvements including: Building face to building face reconstruction and modernization of Central Avenue between Lancaster Street and Baltimore Street. roadway reconstruction, utilities, and streetscaping.",46777777,Under Construction,Public,City,0,N/A,N/A,0,0,0,New Construction,N/A,Yes,No,No,Paul Goldbeck,,n/a,410-396-6913,2017-10-20T13:13:50.000Z,N/A,2016,Summer,2020,Summer,0,0,0,0,0,0,,0,http://cityview.baltimorecity.gov/images/dot/Central%20Ave%20Streetscape.jpg,,0,EGISDATA,2017-10-23T19:02:01.000Z,EGISDATA,2017-10-23T19:02:01.000Z
-76.670415144767105,39.294225882931414,6960,DOT,Edmondson Ave Bridge Replacement,Bridge over Gwynns Falls & CSX,Public Infrastructure,"Project is under construction with improvements including: complete removal and replacement of the existing bridge, roadway reconstruction on approaches, and utilities",40338000,Under Construction,Public,City,0,N/A,N/A,0,0,0,New Construction,N/A,Yes,No,No,Kim Goon,Kimberly.Goon@baltimorecity.gov,n/a,410-396-6935,2017-10-20T13:00:45.000Z,N/A,2016,Summer,2020,Winter,0,0,0,0,0,0,0,,http://cityview.baltimorecity.gov/images/dot/Edmondson%20Ave%20Bridge.jpg,,,EGISDATA,2017-10-23T19:02:01.000Z,EGISDATA,2017-10-23T19:02:01.000Z
-76.591860185661872,39.300999270659148,6961,BDC,1812 Ashland Ave Innovation Hub,1812 Ashland Avenue,Office,"Part of FastForward,this 168,000 SF laboratory/office building is being designed to become an Innovation Hub for growing life science companies.",65600000,Under Construction,Private,N/A,,,Educational,,,,New Construction,,,,,BDC,info@baltimoredevelopment.com,http://scienceparkjohnshopkins.net/1812-ashland,,2015-12-23T14:33:43.000Z,,,Spring,2016,Summer,168000,,,,,,,168000,http://farm9.staticflickr.com/8685/16143478784_838576062c.jpg,,,EGISDATA,2017-10-23T19:02:01.000Z,EGISDATA,2017-10-23T19:02:01.000Z
-76.564424461328727,39.281925444619553,6962,Planning,Merchant Hill Phase I,3800 Dillon St,Residential,25 Luxury newly constructed townhomes.,,Completed,Private,,25,For Sale,,,,40946,New Construction,,,,,,,http://www.cmrengineers.com/,,2016-06-24T14:55:24.000Z,Single Family,,,,,,,28750,,,,3780,,https://farm6.staticflickr.com/5715/23082527629_9153b25341.jpg,,,EGISDATA,2017-10-23T19:02:01.000Z,EGISDATA,2017-10-23T19:02:01.000Z
-76.584737257976272,39.326817249688276,7041,BOPA,Children's Sculpture Garden,3138 Harford Road,Public Art,Wind-responsive lighted sculptures by artists Katey Truhn & Jessie Unterhalter - 2014 Transformative Art Prize recipient,30000,Completed,Public-Private,N/A,,,,,,,,,,,,Mark Washington,chmc.corp@verizon.net,,410-235-6715,2015-03-04T19:41:01.000Z,,2014,Summer,2014,Winter,,,,,,,,,http://cityview.baltimorecity.gov/econview/images/comingsoon.jpg,,,EGISDATA,2017-10-23T19:02:01.000Z,EGISDATA,2017-10-23T19:02:01.000Z
-76.590966689043,39.289325839781753,7042,BOPA,South Durham Street Billie Holiday Project,200 block of South Durham Street,Public Art,"Murals, painted screens, signange",30585,Completed,Public-Private,N/A,,,,,,,,,,,,Steve Schwei,ufpiapresident@yahoo.com,,262-784-4022,2015-03-03T15:23:14.000Z,,2013,Spring,2014,Spring,,,,,,,,,http://cityview.baltimorecity.gov/econview/images/comingsoon.jpg,,,EGISDATA,2017-10-23T19:02:01.000Z,EGISDATA,2017-10-23T19:02:01.000Z
-76.620008306897901,39.319314349765861,7043,BOPA,Remington Sculpture,N. Howard & W. 26th Street,Public Art,"""R"" sculpture designating Remington neighborhood by artist Dominic Terlizzi. 2013 Transformative Art Prize Recipient.",30000,Under Construction,Public-Private,N/A,,,,,,,,,,,,Blaine Carvalho,blainecarvalho@gmail.com,,410-350-4092,2015-03-04T19:42:17.000Z,,2013,Summer,,,,,,,,,,,http://cityview.baltimorecity.gov/econview/images/comingsoon.jpg,,,EGISDATA,2017-10-23T19:02:01.000Z,EGISDATA,2017-10-23T19:02:01.000Z
-76.657199817013776,39.325269427229166,7044,BOPA,Elephant Parade,Reisterstown Road & Druid Park Drive,Public Art,5 Elephant Sculptures marking entrance to Druid Hill Park,25000,Completed,Public-Private,N/A,,,,,,,,,,,,Deborah Patterson,deborah@artblocks.org,www.artblocks.org,410-243-3834,2015-03-03T15:40:23.000Z,,2012,Spring,2014,Spring,,,,,,,,,http://cityview.baltimorecity.gov/econview/images/comingsoon.jpg,,,EGISDATA,2017-10-23T19:02:01.000Z,EGISDATA,2017-10-23T19:02:01.000Z
-76.638385461459208,39.291922764764188,7045,BOPA,Sunflower Village,220 N. Carey Street,Public Art,"Rehabbed vacant lot with murals, gardens and banners by artists Katey Truhn & Jessie Unterhalter. 2012 Transformative Art Prize recipients.",20000,Completed,Public-Private,N/A,,,,,,,,,,,,Scott Kashnow,scottkashnow@gmail.com,,301-674-1432,2015-03-24T18:09:26.000Z,,2012,Spring,2013,Spring,,,,,,,,,http://www.emilycd.com/communityen/images/sunflower6.jpg,,,EGISDATA,2017-10-23T19:02:01.000Z,EGISDATA,2017-10-23T19:02:01.000Z
-76.561643438537729,39.352357592705502,7046,BOPA,Fruits and Vegetables,4500 Harford Road & 5500 Harford Road,Public Art,Fruit and vegetable sculptures in two locations,20000,Completed,Public-Private,N/A,,,,,,,,,,,,Regina Lansinger,regina@hamiltonlauravillemainstreet.org,,410-319-7150,2015-03-03T16:13:12.000Z,,,,,,,,,,,,,,"https://www.google.com/maps/place/5500+Harford+Rd,+Baltimore,+MD+21214/@39.352339,-76.561432,3a,52.5",,,EGISDATA,2017-10-23T19:02:01.000Z,EGISDATA,2017-10-23T19:02:01.000Z
-76.624764937572337,39.275228386961551,7047,BOPA,A Walk to Clarity,1400 Warner St,Public Art,"Mural by Section 1 artists Richard Best, Pablo Machioli, and Stefan Ways completed for the Baltimore Mural Program",,Completed,Public-Private,City,,N/A,N/A,,,,Rehabilitation,N/A,No,No,No,,,,,2015-03-04T20:55:52.000Z,N/A,2014,Summer,2014,Summer,,,,,,,,,http://cityview.baltimorecity.gov/EconImages/1400warnerst_2.jpg,,,EGISDATA,2017-10-23T19:02:01.000Z,EGISDATA,2017-10-23T19:02:01.000Z
-76.625129718035936,39.274771591774467,7048,BOPA,The Clap Clap Parade,1400 Warner St,Public Art,Mural by artists Katey Truhn & Jessie Unterhalter - 1/2 murals completed for the Baltimore Mural Program,,Completed,Public-Private,City,,N/A,N/A,,,,Rehabilitation,N/A,No,No,No,,,,,2015-03-04T20:55:29.000Z,N/A,2014,Summer,2014,Summer,,,,,,,,,http://cityview.baltimorecity.gov/EconImages/1400warnerst.jpg,,,EGISDATA,2017-10-23T19:02:01.000Z,EGISDATA,2017-10-23T19:02:01.000Z
-76.631740591403428,39.27273608885173,7049,BOPA,What Is And What Can Be,1700 Ridgley St,Public Art,"1/9 Love Letter to Baltimore murals by Stephen Powers. Total project cost $50,000",5000,Completed,Public,City,,N/A,N/A,,,,Rehabilitation,N/A,Yes,Yes,No,,,,,2015-03-04T20:56:24.000Z,N/A,2014,Spring,2014,Fall,,,,,,,,,http://cityview.baltimorecity.gov/EconImages/1700RidgleySt.jpg,,,EGISDATA,2017-10-23T19:02:01.000Z,EGISDATA,2017-10-23T19:02:01.000Z
-76.634597495726425,39.264699000112664,7050,BOPA,Home / This Must Be The Place,2201 Russell St,Public Art,"2/9 Love Letter to Baltimore murals by Stephen Powers - Total project cost $50,000",27500,Completed,Public,City,,N/A,N/A,,,,Rehabilitation,N/A,Yes,Yes,No,,,,,2015-03-04T20:56:36.000Z,N/A,2014,Spring,2014,Fall,,,,,,,,,http://cityview.baltimorecity.gov/EconImages/2201RussellSt.jpg,,,EGISDATA,2017-10-23T19:02:01.000Z,EGISDATA,2017-10-23T19:02:01.000Z
-76.632301524320098,39.261791633657246,7051,BOPA,Right Here,,Public Art,"1/9 Love Letter to Baltimore murals by Stephen Powers. Total project cost $50,000",5000,Completed,Public,City,,N/A,N/A,,,,Rehabilitation,N/A,Yes,Yes,No,,,,,2015-03-04T19:34:35.000Z,N/A,2014,Spring,2014,Fall,,,,,,,,,http://cityview.baltimorecity.gov/econview/images/comingsoon.jpg,,,EGISDATA,2017-10-23T19:02:01.000Z,EGISDATA,2017-10-23T19:02:01.000Z
-76.633846477101116,39.262937981186489,7052,BOPA,On My Way,2301 Annapolis Rd,Public Art,"1/9 Love Letter to Baltimore murals by Stephen Powers - Total project cost $50,000",5000,Completed,Public,City,,N/A,N/A,,,,Rehabilitation,N/A,Yes,Yes,No,,,,,2015-03-04T20:56:48.000Z,N/A,2014,Spring,2014,Summer,,,,,,,,,http://cityview.baltimorecity.gov/EconImages/2301AnnapolisRd.jpg,,,EGISDATA,2017-10-23T19:02:01.000Z,EGISDATA,2017-10-23T19:02:01.000Z
-76.590649149274483,39.30430700639603,7053,BOPA,TIFF NIQUE BFF 14,,Public Art,"1/9 Love Letter to Baltimore murals by Stephen Powers. Total project cost $50,000",5000,Completed,Public,City,,N/A,N/A,,,,Rehabilitation,N/A,Yes,Yes,No,,,,,2015-03-04T20:54:51.000Z,N/A,2014,Spring,2014,Fall,,,,,,,,,http://cityview.baltimorecity.gov/EconImages/1101NWolfeSt2.jpg,,,EGISDATA,2017-10-23T19:02:01.000Z,EGISDATA,2017-10-23T19:02:01.000Z
-76.590906642196202,39.303593039528913,7054,BOPA,Change the Game,1101 N Wolfe St,Public Art,1/9 Love Letter to Baltimore murals by Stephen Powers,50000,Completed,Public,City,,N/A,N/A,,,,Rehabilitation,N/A,Yes,Yes,No,,,,,2015-03-04T20:54:18.000Z,N/A,2014,Spring,2014,Fall,,,,,,,,,http://cityview.baltimorecity.gov/EconImages/1101NWolfeSt.jpg,,,EGISDATA,2017-10-23T19:02:01.000Z,EGISDATA,2017-10-23T19:02:01.000Z
-76.609377713751357,39.341914141261043,7055,BOPA,B'More Birds,4331 York Rd,Public Art,"Mural series by artist Iandry Randriamandroso funded by the Baltimore City 1% for Public Art Program. Total project budget $20,000.",,Completed,Public,City,,,,,,,,,,,,,,,,2015-03-04T20:01:44.000Z,,2014,Spring,2014,Fall,,,,,,,,,http://cityview.baltimorecity.gov/econview/images/comingsoon.jpg,,,EGISDATA,2017-10-23T19:02:01.000Z,EGISDATA,2017-10-23T19:02:01.000Z
-76.609387337688048,39.347684125135864,7056,BOPA,B'More Birds,4811 York Rd,Public Art,"mural series by artist Iandry Randriamandroso funded by the Baltimore City 1% for Public Art Program. Total project budget $20,000",,Completed,Public,City,,,,,,,,,,,,,,,,2015-03-04T20:01:06.000Z,,2014,Spring,2014,Fall,,,,,,,,,http://cityview.baltimorecity.gov/econview/images/comingsoon.jpg,,,EGISDATA,2017-10-23T19:02:01.000Z,EGISDATA,2017-10-23T19:02:01.000Z
-76.609446345506512,39.349625536603213,7057,BOPA,B'More Birds,5017 York Rd,Public Art,"mural series by artist Iandry Randriamandroso funded by the Baltimore City 1% for Public Art Program. Total project budget $20,000",,Completed,Public-Private,City,,,,,,,,,,,,,,,,2015-03-04T20:00:42.000Z,,2014,Spring,2014,Fall,,,,,,,,,http://cityview.baltimorecity.gov/econview/images/comingsoon.jpg,,,EGISDATA,2017-10-23T19:02:01.000Z,EGISDATA,2017-10-23T19:02:01.000Z
-76.609658240661346,39.353630565042856,7058,BOPA,B'More Birds,,Public Art,"mural series by artist Iandry Randriamandroso funded by the Baltimore City 1% for Public Art Program. Total Project cost $20,000.",,Completed,Public,City,,,,,,,,,,,,,,,,2015-03-04T19:58:21.000Z,,2014,Spring,2014,Fall,,,,,,,,,http://cityview.baltimorecity.gov/econview/images/comingsoon.jpg,,,EGISDATA,2017-10-23T19:02:01.000Z,EGISDATA,2017-10-23T19:02:01.000Z
-76.609658240624512,39.353522716406765,7059,BOPA,B'More Birds,5219 York Rd (south wall),Public Art,"mural series by artist Iandry Randriamandroso funded by the Baltimore City 1% for Public Art Program. Total Project cost $20,000.",4000,Completed,Public,City,,,,,,,,,,,,,,,,2015-03-04T19:59:49.000Z,,2014,Spring,2014,Fall,,,,,,,,,http://cityview.baltimorecity.gov/econview/images/comingsoon.jpg,,,EGISDATA,2017-10-23T19:02:01.000Z,EGISDATA,2017-10-23T19:02:01.000Z
-76.578480146972083,39.30786469932896,7060,Planning,Fort Worthington Elementary School,2701 E Oliver St,Public Facility,21st Century School,,Under Construction,Public,,,N/A,Educational,,,,,,,,,BCPS,,http://www.baltimorecityschools.org,,2016-06-24T14:52:58.000Z,,,,,,,,,,,,,,https://farm1.staticflickr.com/442/19692649134_0dfe190c7c_z.jpg,,,EGISDATA,2017-10-23T19:02:01.000Z,EGISDATA,2017-10-23T19:02:01.000Z
-76.656715646678634,39.282303062742088,7061,Planning,Frederick Elementary School,2501 Frederick Ave,Public Facility,21st Century School,,Under Construction,Public,,,N/A,Educational,,,,,,,,,BCPS,,http://www.baltimorecityschools.org,,2016-10-14T18:22:40.000Z,,,,,,,,,,,,,,https://farm1.staticflickr.com/279/20127256960_016ee5459c_z.jpg,,,EGISDATA,2017-10-23T19:02:01.000Z,EGISDATA,2017-10-23T19:02:01.000Z
-76.632545525537779,39.311568263971651,7062,Planning,John Eager Howard Elementary School,2011 Linden Ave,Public Facility,21st Century School,,Under Construction,Public,,,N/A,Educational,,,,,,,,,BCPS,,http://www.baltimorecityschools.org,,2016-06-24T14:53:15.000Z,,,,,,,,,,,,,,https://farm1.staticflickr.com/431/20127256890_2ca718f714_z.jpg,,,EGISDATA,2017-10-23T19:02:01.000Z,EGISDATA,2017-10-23T19:02:01.000Z
-76.68309982371494,39.295081643251258,7063,Planning,Lyndhurst Elementary School,621 Wildwood Parkway,Public Facility,21st Century School,,Planned,Public,,,N/A,Educational,,,,,,,,,BCPS,,http://www.baltimorecityschools.org,,2015-12-02T13:55:41.000Z,,,,,,,,,,,,,,https://farm1.staticflickr.com/420/20127250970_c7bec620cd_h.jpg,,,EGISDATA,2017-10-23T19:02:01.000Z,EGISDATA,2017-10-23T19:02:01.000Z
